,Type,Name,Statement,Where,Date,Link
3806,false,Todd Starnes,"Liberals have figured out a Facebook algorithm and ""all the people getting banned from Facebook are somehow conservatives.""",interview,"April 17, 2014",https://www.politifact.com/factchecks/2014/apr/22/todd-starnes/radio-host-only-conservatives-get-banned-facebook/
3807,false,Donald Trump,"""ObamaCare enrollment lie: Obama counts an enrollee as a web user putting a plan in ‘their online shopping carts.’""",tweet,"April 18, 2014",https://www.politifact.com/factchecks/2014/apr/21/donald-trump/trump-putting-plan-online-shopping-cart-all-it-tak/
3808,false,John Kerry,"""In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews.""",speech,"April 17, 2014",https://www.politifact.com/factchecks/2014/apr/18/john-kerry/john-kerry-says-jews-eastern-ukraine-told-register/
3809,false,Betsy Miller-Jones,"""Did you know that in 2013 over 50 percent of all babies born in Oregon were Hispanic?""",newsletter,"April 4, 2014",https://www.politifact.com/factchecks/2014/apr/17/betsy-miller-jones/were-more-half-all-babies-born-oregon-2013-hispani/
3810,false,Louie Gohmert,"""Eighty percent of Wall Street executives and their spouses' donations go to Democrats.""",speech at New Hampshire Freedom Summit,"April 12, 2014",https://www.politifact.com/factchecks/2014/apr/17/louie-gohmert/texas-republican-rep-louie-gohmert-says-80-percent/
3811,false,Jim DeMint,"""The big Wall Street banks, the big corporations"" give ""many times more"" political donations to Democrats than Republicans.",interview,"March 7, 2014",https://www.politifact.com/factchecks/2014/apr/16/jim-demint/not-many-times-more-democrats-sometimes-do-raise-m/
3812,false,Mary Burke,"Says Gov. Scott Walker’s repeal of a 2009 law has left Wisconsin as ""one of five states without an equal pay law protecting women from gender discrimination in their paycheck.""",campaign email,"April 5, 2014",https://www.politifact.com/factchecks/2014/apr/13/mary-burke/mary-burke-says-scott-walker-left-wisconsin-women-/
3813,false,Senate Majority PAC,"Says the Koch brothers want to ""protect tax cuts for companies that ship our jobs overseas.""",campaign ad,"March 13, 2014",https://www.politifact.com/factchecks/2014/apr/11/senate-majority-pac/senate-dem-group-claim-koch-brothers-support-tax-b/
3814,false,John E. Sununu,"The health care law reduces ""the number of uninsured in America by 3 percent for how much money? $2 trillion.""",panel,"April 6, 2014",https://www.politifact.com/factchecks/2014/apr/10/john-e-sununu/john-sununu-says-just-14-million-americans-insured/
3815,false,Dick Morris,"A North Carolina study proves that ""probably over a million people voted twice in (the 2012) election.""",broadcast of Fox News Hannity,"April 7, 2014",https://www.politifact.com/factchecks/2014/apr/10/dick-morris/dick-morris-theres-proof-over-1-million-people-vot/
3816,false,Senate Majority PAC,"""Before Congress, (Tom) Cotton got paid handsomely working for insurance companies and corporate interests.""",TV ad,"March 28, 2014",https://www.politifact.com/factchecks/2014/apr/09/senate-majority-pac/democratic-pac-says-tom-cotton-got-paid-handsomely/
3817,false,Republican Party of Florida,"Says Charlie Crist supports ""cuts to the Medicare Advantage program.""",Facebook post,"April 1, 2014",https://www.politifact.com/factchecks/2014/apr/09/republican-party-florida/charlie-crist-supports-medicare-advantage-cuts-rep/
3818,false,Terry McAuliffe,"Says the Medicaid fraud rate in Virginia was ""fact-checked"" and found to be ""0.47 percent.""",radio interview,"March 27, 2014",https://www.politifact.com/factchecks/2014/apr/08/terry-mcauliffe/mcauliffe-says-medicaid-fraud-rate-virginia-047-pe/
3819,false,Liz Cheney,"""The numbers of people that support Obamacare and like it have been steadily dropping.""",comments,"April 6, 2014",https://www.politifact.com/factchecks/2014/apr/06/liz-cheney/liz-cheney-people-support-obamacare-have-been-stea/
3820,false,Scott Walker,"A poll taken ""a few months ago"" found ""70 percent approval or higher"" for the Act 10 collective bargaining law.",interview,"April 1, 2014",https://www.politifact.com/factchecks/2014/apr/06/scott-walker/scott-walker-says-recent-wisconsin-poll-shows-70-a/
3821,false,Chain email,This is the first time since World War II that five nuclear-powered aircraft carriers were docked together.,chaemail,"April 4, 2014",https://www.politifact.com/factchecks/2014/apr/04/chain-email/were-five-aircraft-carriers-docked-one-place-2014-/
3822,false,Charles Koch,"Says he has engaged in the political process ""only in the past decade.""",Wall Street Journal oped,"April 3, 2014",https://www.politifact.com/factchecks/2014/apr/03/charles-koch/charles-koch-op-ed-says-his-political-engagement-b/
3823,false,Mike Collier,"""Glenn Hegar promised to eliminate the property tax.""",campaign email blast,"March 18, 2014",https://www.politifact.com/factchecks/2014/apr/03/mike-collier/comptroller-candidate-glenn-hegar-favors-ending-pr/
3824,false,Rush Limbaugh,"Wisconsin is ""one of the bluest"" states, but under Scott Walker its unemployment rate ""is around 3.5%.""",radio commentary,"March 19, 2014",https://www.politifact.com/factchecks/2014/apr/02/rush-limbaugh/wisconsin-heavily-democratic-state-and-yet-under-s/
3825,false,Facebook posts,"""22 Countries Invaded by the U.S. in 20 Years.""",viral posts,"March 28, 2014",https://www.politifact.com/factchecks/2014/mar/31/facebook-posts/viral-meme-says-united-states-has-invaded-22-count/
3826,false,CATPAC,"""Ralph Hall has never voted to raise the debt ceiling.""",campaign mail flier,"March 10, 2014",https://www.politifact.com/factchecks/2014/mar/31/cat-pac/us-rep-ralph-hall-texas-voted-increase-debt-limit-/
3827,false,Gilberto Hinojosa,"""Kesha Rogers is not a Democrat.""",email blast,"February 25, 2014",https://www.politifact.com/factchecks/2014/mar/28/gilberto-hinojosa/kesha-rogers-democrat-favoring-obama-impeachment/
3828,false,Facebook posts,"The percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today, due to changes from President Lyndon Johnson’s Great Society.",meme,"March 25, 2014",https://www.politifact.com/factchecks/2014/mar/25/facebook-posts/facebook-meme-blames-great-society-large-rise-afri/
3829,false,Now or Never PAC,"Says Ralph Hall is ""the oldest member in Congress ever.""",campaign ad,"March 20, 2014",https://www.politifact.com/factchecks/2014/mar/20/now-or-never-pac/ad-attacking-texas-rep-ralph-hall-age-gets-histori/
3830,false,Americans for Prosperity,"Millions of Americans are ""paying more and getting less"" under Obamacare.",political ad,"March 17, 2014",https://www.politifact.com/factchecks/2014/mar/20/americans-prosperity/americans-prosperity-claims-people-are-getting-les/
3831,false,No Tax For Tracks,"The Greenlight Pinellas transportation plan involves a ""300% tax increase.""",,"March 17, 2014 in",https://www.politifact.com/factchecks/2014/mar/20/no-tax-tracks/greenlight-pinellas-means-300-tax-increase-no-tax-/
3832,false,Jon Stewart,"The American slave trade caused 5 million deaths ""or more.""",broadcast of The Daily Show,"March 11, 2014",https://www.politifact.com/factchecks/2014/mar/18/jon-stewart/jon-stewart-slave-trade-caused-5-million-deaths/
3833,false,John Boehner,"The United States has seen ""a net loss of people with health insurance"" because of Obamacare.",press conference,"March 13, 2014",https://www.politifact.com/factchecks/2014/mar/18/john-boehner/john-boehner-says-more-people-are-uninsured-obamac/
3834,false,Nick Rahall,"Says he has supported ""George Bush more than I have Barack Obama.""",interview with The Hill newspaper,"March 12, 2014",https://www.politifact.com/factchecks/2014/mar/18/nick-rahall/rep-nick-rahall-west-virginia-says-he-supported-ge/
3835,false,Republican Party of Wisconsin,"Says Mary Burke's ""2007-'09 state budget had a tax hike of $1.8 billion -- costing every man, woman and child in the state an extra $310.""",website ad,"March 13, 2014",https://www.politifact.com/factchecks/2014/mar/16/republican-party-wisconsin/wisconsin-gop-says-mary-burke-scott-walkers-challe/
3836,false,Rush Limbaugh,"President Barack Obama shut down NASA space flights and turned the agency ""into a Muslim outreach department.""",segment,"March 6, 2014",https://www.politifact.com/factchecks/2014/mar/12/rush-limbaugh/rush-limbaugh-says-barack-obama-turned-nasa-muslim/
3837,false,Barack Obama,"""Most young Americans right now, they’re not covered"" by health insurance.",Funnyordiecom Between Two Ferns interview with Zach Galifianakis,"March 11, 2014",https://www.politifact.com/factchecks/2014/mar/11/barack-obama/between-two-ferns-interview-barack-obama-says-most/
3838,false,Ralph Reed,"Millennials are ""more pro-life than baby boomers and older Americans.""",broadcast of NBCs Meet Press,"March 9, 2014",https://www.politifact.com/factchecks/2014/mar/11/ralph-reed/ralph-reed-millennials-more-pro-life-boomers-or-se/
3839,false,Ted Cruz,"Says President Barack Obama ""is the first president we've ever had who thinks he can choose which laws to enforce and which laws to ignore.""",speech at CPAC conference,"March 6, 2014",https://www.politifact.com/factchecks/2014/mar/10/ted-cruz/ted-cruz-says-barack-obama-first-president-who-thi/
3840,false,Kenneth Block,"Under a bill before the legislature, ""you’d have to go to court to fire an employee.""",TV interview,"March 2, 2014",https://www.politifact.com/factchecks/2014/mar/10/kenneth-block/ken-block-says-under-bill-ri-legislature-youd-have/
3841,false,Rick Scott,"""We have invested record funding in protecting our environment.""",hState of State speech,"March 4, 2014",https://www.politifact.com/factchecks/2014/mar/06/rick-scott/rick-scott-touts-record-funding-environmental-prot/
3842,false,Scott Walker,"""Federal government reneging"" on Medicaid payments to Wisconsin caused about $240 million in extra costs in the 2013-’15 state budget.",TV interview,"February 23, 2014",https://www.politifact.com/factchecks/2014/feb/28/scott-walker/scott-walker-says-federal-government-reneged-medic/
3843,false,Josh McKoon,"A Georgia religious freedom bill would help Catholic institutions that, under Obamacare, could be forced to provide abortion-inducing drugs.",Talking with reporters about hbill,"February 24, 2014",https://www.politifact.com/factchecks/2014/feb/28/joshua-mckoon/politifact-religious-freedom-bill-targeted-obamaca/
3844,false,Pat Toomey,"Says Debo Adegbile ""was nominated to serve as a judge on the U.S. Circuit Court of Appeals"" and ""was abruptly withdrawn by the administration.""",oped,"February 24, 2014",https://www.politifact.com/factchecks/2014/feb/27/pat-toomey/pat-toomey-says-barack-obama-previously-nominated-/
3845,false,Texas Liberty PAC,"Says Lamar Smith ""sponsored the bill that funded Obamacare.""",sign spotted outside polling place,"February 22, 2014",https://www.politifact.com/factchecks/2014/feb/27/texas-liberty-pac/legislative-maneuver-continue-government-spending-/
3846,false,Barack Obama,"""We’ve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.""",speech to Democratic governors,"February 20, 2014",https://www.politifact.com/factchecks/2014/feb/25/barack-obama/barack-obama-says-medicaid-expansion-has-brought-h/
3847,false,Bill Kristol,"The Ukraine Orange Revolution in 2004 ""was the first color revolution.""",comments,"February 23, 2014",https://www.politifact.com/factchecks/2014/feb/23/bill-kristol/bill-kristol-says-ukraines-2004-revolution-was-fir/
3848,false,Kai Ryssdal,"A Congressional Budget Office report says President Barack Obama’s executive order to raise the minimum wage for new federal contract workers ""will cost the economy 500,000 jobs.""",Marketplace segment,"February 18, 2014",https://www.politifact.com/factchecks/2014/feb/20/kai-ryssdal/marketplace-host-kai-ryssdal-talks-cbo-report-mini/
3849,false,Dwight Jones,"Richmond is ""the most vegan-friendly city.""",speech,"January 30, 2014",https://www.politifact.com/factchecks/2014/feb/14/dwight-jones/mayor-jones-says-richmond-rated-most-vegan-friendl/
3850,false,American Life League,"Girl Scouts USA’s curriculum ""promotes Margaret Sanger, founder of Planned Parenthood, Betty Friedan, founder of NARAL Prochoice, and other pro-abortion women as icons for our children to emulate.""",email blast,"February 4, 2014",https://www.politifact.com/factchecks/2014/feb/13/american-life-league/cookie-hawking-girl-scouts-not-teaching-girls-emul/
3851,false,Oregon Citizens Lobby,"Kip Kinkel and Clackamas Town Center shootings ""both where citizen with gun stopped the crime""",legislative hearing tweet,"February 6, 2014",https://www.politifact.com/factchecks/2014/feb/12/oregon-citizens-lobby/were-kip-kinkel-and-clackamas-town-center-shooting/
3852,false,Sly James,"Responding to a major snow event in Atlanta would be like Kansas City, Mo., responding to a major earthquake.",radio interview,"February 7, 2014",https://www.politifact.com/factchecks/2014/feb/12/sly-james/snow-response-comparison-faulty/
3853,false,Democratic Party of Wisconsin,"A bill backed by Sean Duffy and other House Republicans ""could actually require the Internal Revenue Service to conduct audits of rape victims"" who get an abortion.",email,"January 19, 2014",https://www.politifact.com/factchecks/2014/feb/09/state-democratic-party-wisconsin/could-gop-bill-targeting-abortion-require-irs-rape/
3854,false,David A. Clarke Jr.,"Says Milwaukee Mayor Tom Barrett is responsible for the roughly $7,800 ""I pay in property taxes per year.""",interview,"January 31, 2014",https://www.politifact.com/factchecks/2014/feb/07/david-clarke-jr/sheriff-david-clarke-blames-milwaukee-mayor-tom-ba/
3855,false,George Will,"Says President Barack Obama carried Congressional District 13 ""by 8.2 points in 2008 and 5.6 points in 2012.""",Washington Post column,"February 6, 2014",https://www.politifact.com/factchecks/2014/feb/06/george-will/presidential-election-results-rep-cw-bill-youngs-o/
3856,false,George Will,"""Any Floridian who has ever requested an absentee ballot henceforth gets one automatically.""",Washington Post column,"February 6, 2014",https://www.politifact.com/factchecks/2014/feb/06/george-will/george-will-says-any-floridian-who-has-ever-reques/
3857,false,Mr. Conservative,"""According to (Barack) Obama’s newest unconstitutionally enacted law, health care professionals are now required to violate HIPAA privacy laws and submit medical data to the government,"" which is ""then used as justification for gun confiscation.""",blog post,"January 29, 2014",https://www.politifact.com/factchecks/2014/feb/06/mr-conservative/conservative-website-says-barack-obama-signed-law-/
3858,false,Brett Hulsey,"""Every year since Gov. Walker and the Republicans have been in control of the Legislature we’ve created fewer jobs, according to the Bureau of Labor Statistics.""",radio interview,"January 9, 2014",https://www.politifact.com/factchecks/2014/jan/31/brett-hulsey/rep-brett-hulsey-says-wisconsin-has-created-fewer-/
3859,false,Charley English,"""It still had not gotten terrible on the roads"" by 2 to 3 p.m. Tuesday.",press conference,"January 29, 2014",https://www.politifact.com/factchecks/2014/jan/31/charley-english/gema-chief-wrong-about-traffic-timeline/
3860,false,Rand Paul,"Says President Barack Obama ""spent nearly a trillion dollars on make-work government jobs.""",response to State of Union address,"January 28, 2014",https://www.politifact.com/factchecks/2014/jan/30/rand-paul/rand-paul-says-barack-obama-spent-nearly-trillion-/
3861,false,Curtis Martin,"""I played in a game here against the Pittsburgh Steelers where there was 23 inches of snow. … We played in at least 15 inches of that.""",comments,"January 28, 2014",https://www.politifact.com/factchecks/2014/jan/30/curtis-martin/curtis-martin-says-he-once-played-game-15-inches-s/
3862,false,Marc Thiessen,"Says ""Barack Obama has gone from blaming George W. Bush to plagiarizing George W. Bush.""",broadcast of Fox News The Kelly File,"January 29, 2014",https://www.politifact.com/factchecks/2014/jan/29/marc-thiessen/gop-speechwriter-obama-plagiarized-george-w-bush/
3863,false,Rand Paul,"""Over half of the young people"" in medical, dental and law schools are women.",interview with CNN,"January 26, 2014",https://www.politifact.com/factchecks/2014/jan/28/rand-paul/rand-paul-says-more-half-students-medical-dental-a/
3864,false,Steve Stockman,"""John Cornyn backed his pal David Dewhurst"" for the U.S. Senate over Ted Cruz.",Stockmcampaign web page,"January 24, 2014",https://www.politifact.com/factchecks/2014/jan/28/steve-stockman/john-cornyn-was-neutral-2012-us-senate-race-until-/
3865,false,Rick Allen,"U.S. Rep. John Barrow, D-Ga., does not want to audit the Federal Reserve.",tweet,"January 10, 2014",https://www.politifact.com/factchecks/2014/jan/28/rick-allen/past-votes-contradict-candidates-claim/
3866,false,Rick Scott,"""Recently, Florida has successfully reduced the environmental permitting time down to just two days.""",event with employees from Department of Environmental Protection,"January 21, 2014",https://www.politifact.com/factchecks/2014/jan/27/rick-scott/rick-scott-says-it-takes-two-days-get-environmenta/
3867,false,Rod Monroe,"""We have the lowest beer tax in the nation.""",Oregon Senate work session,"January 15, 2014",https://www.politifact.com/factchecks/2014/jan/24/rod-monroe/does-oregon-have-lowest-beer-tax-nation/
3868,false,Ron Paul,"For ""the past year, I was censored"" and muzzled.",email blast,"January 14, 2014",https://www.politifact.com/factchecks/2014/jan/24/ron-paul/ron-paul-wasnt-muzzled-or-censored-his-cooling-yea/
3869,false,Brian Kilmeade,Says Colorado food stamp recipients can use ATMs to get cash to buy marijuana.,broadcast of Fox Friends,"January 21, 2014",https://www.politifact.com/factchecks/2014/jan/24/brian-kilmeade/foxs-kilmeade-colo-food-stamp-recipients-can-turn-/
3870,false,Republican Party of Florida,"Says Alex Sink ""failed Florida homeowners by using predatory lending practices.""",YouTube video,"October 31, 2013",https://www.politifact.com/factchecks/2014/jan/22/republican-party-florida/gop-accuse-alex-sink-using-predatory-lending-pract/
3871,false,Bob Terry,"""And we’ve constantly been the lowest unemployed county in the state.""",Oregon Public Broadcasting interview,"January 8, 2014",https://www.politifact.com/factchecks/2014/jan/21/bob-terry/does-washington-county-constantly-have-oregons-low/
3872,false,Bob Kincaid,"""Most of West Virginia is still owned, in excess of 90 percent, by out-of-state interests.""",broadcast of MSNBCs MelissHarrisPerry,"January 19, 2014",https://www.politifact.com/factchecks/2014/jan/21/bob-kincaid/west-virginia-activist-says-outsiders-own-90-state/
3873,false,Vladimir Putin,"""In some of the states in the U.S., homosexuality remains a felony.""",comments,"January 19, 2014",https://www.politifact.com/factchecks/2014/jan/19/vladimir-putin/putin-some-places-united-states-homosexuality-rema/
3874,false,Facebook posts,"""In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.""",graphic,"January 16, 2014",https://www.politifact.com/factchecks/2014/jan/17/facebook-posts/viral-internet-meme-says-us-government-predicted-1/
3875,false,Robert Puente,"San Antonio has seen ""67% growth"" in water customers ""in the last 25 years, 0% more water used.""",Texas Tribune Festival panel discussion,"September 20, 2013",https://www.politifact.com/factchecks/2014/jan/17/robert-puente-tx/san-antonio-water-customers-52-only-used-21-more-w/
3876,false,Carly Fiorina,"""Seventy percent of the people living in abject poverty are women.""",broadcast of ABCs ThWeek,"January 12, 2014",https://www.politifact.com/factchecks/2014/jan/15/carly-fiorina/carly-fiorina-70-worlds-poor-are-women/
3877,false,Facebook posts,"A judge's order means there's a ""Constitution exemption zone"" if you live ""within 100 miles of the United States border.""",Facebook post,"January 5, 2014",https://www.politifact.com/factchecks/2014/jan/13/facebook-posts/facebook-post-says-constitution-exemption-zones-ex/
3878,false,Scott Walker,"""Jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.""",interview,"January 6, 2014",https://www.politifact.com/factchecks/2014/jan/13/scott-walker/scott-walker-says-minimum-wage-jobs-are-overwhelmi/
3879,false,Karl Rove,"""The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.""",comments,"January 12, 2014",https://www.politifact.com/factchecks/2014/jan/12/karl-rove/karl-rove-says-media-coverage-benghazi-pales-signi/
3880,false,Gus Bilirakis,"Under a proposed bill, a $100,000 home’s flood insurance premium would be ""maybe $200 or $300 annually.""",Bay News 9 interview,"January 2, 2014",https://www.politifact.com/factchecks/2014/jan/07/gus-bilirakis/gus-bilirakis-says-his-flood-insurance-bill-would-/
3881,false,Johnny Isakson,Fifty-three percent of graduates from liberal arts colleges these days can’t find jobs.,speech,"December 4, 2013",https://www.politifact.com/factchecks/2014/jan/07/johnny-isakson/isakson-doesnt-make-grade-his-claim-about-college-/
3882,false,Kathleen Peters,"Says David Jolly lobbied ""for government-run health care just last year.""",comments during press conference,"December 19, 2013",https://www.politifact.com/factchecks/2014/jan/06/kathleen-peters/kathleen-peters-says-david-jolly-was-lobbying-gove/
3883,false,Paul Broun,"""(Jack Kingston) had more earmarks at one time than every member of the Georgia delegation put together.""",interview,"December 11, 2013",https://www.politifact.com/factchecks/2013/dec/30/paul-broun/brouns-attack-kingston-earmarks-too-broad/
3884,false,Scott Walker,"Protesters in La Crosse blocked an exit and surrounded a State Patrol car carrying the governor and were ""beating on the windows and rocking the vehicle."" When the car was ""extricated"" from the crowd, a truck blocked a second exit.",book,"November 19, 2013",https://www.politifact.com/factchecks/2013/dec/23/scott-walker/gov-scott-walker-says-protesters-surrounded-his-ca/
3885,false,Physicians Committee for Responsible Medicine,"""Rhode Island’s teen binge drinking rate is double the national average.""",advertisement,"December 11, 2013",https://www.politifact.com/factchecks/2013/dec/22/physicians-committee-responsible-medicine/physicians-committee-responsible-medicine-says-rho/
3886,false,Democratic Party of Wisconsin,"Says Gov. Scott Walker dropped out or was kicked out of college short of a degree ""not long after"" he was ""kicked out of student elections at Marquette University.""",web posting,"November 19, 2013",https://www.politifact.com/factchecks/2013/dec/21/state-democratic-party-wisconsin/wisconsin-democratic-party-says-scott-walker-was-k/
3887,false,Jack Roberts,"""We don’t show people playing these games. We don’t show them winning playing the video lottery games.""",interview,"December 11, 2013",https://www.politifact.com/factchecks/2013/dec/19/jack-roberts/does-oregon-lottery-show-people-playing-and-winnin/
3888,false,Traditional Values Coalition,"The Employment Non-Discrimination Act ""discriminates against Christian daycare, Christian parents, Christian business owners, and the rights of religious freedom.""",fundraising email,"December 6, 2013",https://www.politifact.com/factchecks/2013/dec/16/traditional-values-coalition/religious-activist-group-says-enda-would-discrimin/
3889,false,ECONorthwest,"""Oregon leads the nation in number of jobs per capita in manufacturing.""",paper for Oregon Business Plan,"December 9, 2013",https://www.politifact.com/factchecks/2013/dec/13/econorthwest-economics-finance-planning/does-oregon-lead-nation-number-jobs-capita-manufac/
3890,false,Steve Stockman,"""In every poll,"" John Cornyn ""always loses to any conservative the voters have heard about.""",Stockmans campaign website,"December 11, 2013",https://www.politifact.com/factchecks/2013/dec/13/steve-stockman/polls-showed-rick-perry-or-ron-paul-ahead-john-cor/
3891,false,Bill O'Reilly,"""The 'Denver Post' has actually hired an editor to promote pot.""",broadcast of OReilly Factor,"December 9, 2013",https://www.politifact.com/factchecks/2013/dec/12/bill-oreilly/oreilly-denver-post-hired-editor-promote-pot/
3892,false,Dan Gelber,"Gov. Charlie Crist ""sought for and got approved the automatic restoration of felon rights for nonviolent offenders for the first time in Florida history.""",Charlie Crists campaign website,"November 26, 2013",https://www.politifact.com/factchecks/2013/dec/12/dan-gelber/dan-gelber-says-charlie-crist-got-approved-automat/
3893,false,Rush Limbaugh,"""Obamacare is going to increase the divorce rate.""",segment,"December 6, 2013",https://www.politifact.com/factchecks/2013/dec/11/rush-limbaugh/rush-limbaugh-says-obamacare-will-cause-increase-d/
3894,false,Scott Walker,"""We are experiencing the worst economic recovery America has ever had.""",new book,"November 19, 2013",https://www.politifact.com/factchecks/2013/dec/11/scott-walker/gov-scott-walker-says-current-economic-recovery-wo/
3895,false,Carla Axtman,"Says in the last five years ""Senate Republicans have placed a filibuster on every piece of legislation and every nominee.""",online article,"November 22, 2013",https://www.politifact.com/factchecks/2013/dec/03/carla-axtman/have-senate-republicans-filibusted-every-nominee-e/
3896,false,Joseph Henchman,"""Only 25 percent of what people buy is subject to Rhode Island’s sales tax.""",hearing testimony,"November 19, 2013",https://www.politifact.com/factchecks/2013/dec/01/joseph-henchman/tax-foundation-official-says-only-25-percent-what-/
3897,false,Chain email,"If the Trans-Pacific Partnership ""is fast-tracked through the Senate, it won't receive a committee assignment"" and the consideration will include ""no debate.""",chaemail,"November 26, 2013",https://www.politifact.com/factchecks/2013/nov/29/chain-email/chain-email-says-major-pacific-trade-deal-could-be/
3898,false,Julaine Appling,"In Wisconsin, more than 300,000 people have ""some kind of addictive gambling problem, whether it’s pathological or what we’d categorize as a problem gambler.""",radio interview,"November 13, 2013",https://www.politifact.com/factchecks/2013/nov/27/julaine-appling/wisconsin-family-action-leader-says-more-300000-wi/
3899,false,Sarah Palin,"The Affordable Care Act alters the ""sensible doctor-patient-relationship-centered health care program ... we see today.""",comments,"November 24, 2013",https://www.politifact.com/factchecks/2013/nov/24/sarah-palin/sarah-palin-says-fewer-people-will-be-covered-sens/
3900,false,John DePetro,"""Under Mayor Cicilline, [Providence] was a sanctuary city.""",statement,"October 21, 2013",https://www.politifact.com/factchecks/2013/nov/24/john-depetro/talk-show-host-john-depetro-says-providence-was-sa/
3901,false,Elisabeth Hasselbeck,"A Census Bureau worker says he was told to skew information to bring the unemployment rate down ""as we headed into an election season.""",comments,"November 19, 2013",https://www.politifact.com/factchecks/2013/nov/20/elisabeth-hasselbeck/elisabeth-hasselbeck-suggests-census-worker-admits/
3902,false,Kenneth Block,"Rhode Island's unemployment insurance system ""is the most expensive such system in the country.""",interview,"November 8, 2013",https://www.politifact.com/factchecks/2013/nov/17/kenneth-block/ken-block-says-rhode-islands-unemployment-insuranc/
3903,false,Karl King,"There were ""$2 billion in earmarks in fiscal year 2012.""",website statement,"October 15, 2013",https://www.politifact.com/factchecks/2013/nov/15/karl-king/were-there-2-billion-earmarks-fiscal-year-2012-pol/
3904,false,Jim McDermott,"""On (the federal minimum wage of) $7.75, you can’t even make half the poverty level.""",interview,"November 12, 2013",https://www.politifact.com/factchecks/2013/nov/15/jim-mcdermott/rep-jim-mcdermott-says-minimum-wage-job-doesnt-get/
3905,false,Goldie Taylor,"""Our national debt is as low as it has been since World War II.""",interview with Al Sharpton,"November 12, 2013",https://www.politifact.com/factchecks/2013/nov/14/goldie-taylor/msnbc-contributor-goldie-taylor-says-national-debt/
3906,false,Ken Detzner,"One of the ""main functions"" of the Department of Homeland Security’s SAVE database is ""checking voter registration citizenship status.""",state Senate ethics elections committee hearing,"November 4, 2013",https://www.politifact.com/factchecks/2013/nov/14/ken-detzner/main-functions-save-database-department-homeland-s/
3907,false,Al Sharpton,"Under Obama, the national debt ""has been reduced every year for the last five years.""",segment,"November 12, 2013",https://www.politifact.com/factchecks/2013/nov/14/al-sharpton/al-sharpton-attacks-sarah-palin-comparing-slavery-/
3908,false,Miriam Martinez,"I am ""the first Latina to run for governor of Texas.""",her campaign website,"November 11, 2013",https://www.politifact.com/factchecks/2013/nov/13/miriam-martinez/edinburg-candidate-least-second-latina-run-governo/
3909,false,Sean Hannity,"""In July 2010 the government said small businesses -- 60 percent -- will lose their health care, 45 percent of big business and a large percentage of individual health.""",comments,"November 11, 2013",https://www.politifact.com/factchecks/2013/nov/13/sean-hannity/hannity-says-government-predicted-massive-loss-hea/
3910,false,Scott Brown,"""They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.""",Fox News interview,"November 11, 2013",https://www.politifact.com/factchecks/2013/nov/12/scott-brown/scott-brown-says-opponents-delayed-his-swearing-pa/
3911,false,Americans for Prosperity,"Says Kay Hagan ""supports waivers for friends of Obama and special treatment for Congress and their staffs.""",YouTube ad,"October 29, 2013",https://www.politifact.com/factchecks/2013/nov/07/americans-prosperity/americans-prosperity-says-sen-kay-hagan-supports-o/
3912,false,Branko Radulovacki,"I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgia’s governor and insurance commissioner over obstruction to the Affordable Care Act.",email,"October 14, 2013",https://www.politifact.com/factchecks/2013/nov/05/branko-radulovacki/senate-candidates-use-only-hits-snag/
3913,false,Dana Perino,"""The insurance industry is actually run by mostly Democrats.""",comments,"October 31, 2013",https://www.politifact.com/factchecks/2013/nov/04/dana-perino/fncs-dana-perino-says-health-insurance-industry-ru/
3914,false,Friends of Clearwater PAC,"Passage of a referendum on an aquarium for Clearwater means ""NO future funding for our neighborhoods.""",flier,"October 21, 2013",https://www.politifact.com/factchecks/2013/nov/02/friends-clearwater-pac/aquarium-referendum-means-no-more-money-neighborho/
3915,false,Ken Cuccinelli,"Terry McAuliffe ""wants to raise your taxes $1,700 to pay for his infinite promises.""",debate,"October 24, 2013",https://www.politifact.com/factchecks/2013/nov/01/ken-cuccinelli/cuccinelli-says-mcauliffe-wants-raise-average-fami/
3916,false,Julie Parrish,"""West Linn has one of the highest per capita rates of home-based businesses in the United States.""",House floor speech,"October 2, 2013",https://www.politifact.com/factchecks/2013/oct/31/julie-parrish/west-linn-national-leader-number-home-businesses-p/
3917,false,Alan Grayson,"""This is the year Florida becomes a majority minority state.""",speech to FloridDemocratic Party,"October 26, 2013",https://www.politifact.com/factchecks/2013/oct/31/alan-grayson/florida-will-become-majority-minority-alan-grayson/
3918,false,Valerie Jarrett,"""FACT: Nothing in #Obamacare forces people out of their health plans.""",tweet,"October 28, 2013",https://www.politifact.com/factchecks/2013/oct/30/valerie-jarrett/valerie-jarrett-says-nothing-obamacare-forces-peop/
